trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.2, 'e': 1.0}",20,12,13.0690993614001,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,False,"{'a': 0.2, 'e': 0.9920319148370607}",25,0,-93.36958879910968,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
3,False,"{'a': 0.2, 'e': 0.9841273200552851}",30,0,-84.29392965708675,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
4,False,"{'a': 0.2, 'e': 0.9762857097579093}",20,0,-74.71319234188587,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
5,False,"{'a': 0.2, 'e': 0.9685065820791976}",25,3,-132.13605753143062,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 3}",1
6,False,"{'a': 0.2, 'e': 0.9607894391523232}",25,1,-93.38876117100733,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 1}",1
7,False,"{'a': 0.2, 'e': 0.9531337870775047}",20,0,-129.0860892560359,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
8,False,"{'a': 0.2, 'e': 0.9455391358903963}",25,0,-105.93724552643076,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
9,False,"{'a': 0.2, 'e': 0.9380049995307295}",25,0,-101.37032154071298,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
10,False,"{'a': 0.2, 'e': 0.9305308958112057}",25,0,-143.92639930054168,"{0: 11, 1: 2, 2: 11, 3: 0, 4: 1}",0
11,False,"{'a': 0.2, 'e': 0.9231163463866358}",20,0,-63.49583500476125,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
12,False,"{'a': 0.2, 'e': 0.9157608767233256}",25,0,-220.77011115728433,"{0: 11, 1: 3, 2: 7, 3: 1, 4: 3}",0
13,False,"{'a': 0.2, 'e': 0.9084640160687062}",20,0,-181.78209080139126,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
14,False,"{'a': 0.2, 'e': 0.9012252974212047}",20,0,-166.73268059112513,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
15,False,"{'a': 0.2, 'e': 0.8940442575003572}",20,0,-39.02229571635241,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
16,False,"{'a': 0.2, 'e': 0.8869204367171575}",20,0,-89.0311033515709,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
17,False,"{'a': 0.2, 'e': 0.8798533791446438}",20,0,-46.4717052748244,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
18,False,"{'a': 0.2, 'e': 0.8728426324887193}",20,0,-92.18418184825681,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
19,False,"{'a': 0.2, 'e': 0.865887748059205}",20,0,-141.50090914715744,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
20,False,"{'a': 0.2, 'e': 0.8589882807411234}",20,0,-65.1467398197364,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
21,False,"{'a': 0.2, 'e': 0.8521437889662113}",25,0,-63.44840948612864,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
22,False,"{'a': 0.2, 'e': 0.8453538346846587}",20,0,-90.78164449370303,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
23,False,"{'a': 0.2, 'e': 0.838617983337074}",20,0,-79.06583513686614,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
24,False,"{'a': 0.2, 'e': 0.8319358038266718}",30,0,-100.4072489123335,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
25,False,"{'a': 0.2, 'e': 0.8253068684916823}",25,0,-167.70427314165212,"{0: 14, 1: 5, 2: 2, 3: 1, 4: 3}",0
26,False,"{'a': 0.2, 'e': 0.8187307530779818}",20,0,-63.15496133717073,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
27,False,"{'a': 0.2, 'e': 0.812207036711939}",20,12,-11.146729891463298,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.2, 'e': 0.8057353018734796}",30,0,-65.24343337821838,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
29,False,"{'a': 0.2, 'e': 0.7993151343693651}",20,0,-46.11497095235927,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
30,False,"{'a': 0.2, 'e': 0.7929461233066837}",20,0,-46.327615497474596,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
31,False,"{'a': 0.2, 'e': 0.7866278610665535}",25,0,-88.60840227393847,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
32,False,"{'a': 0.2, 'e': 0.7803599432780343}",20,0,-93.19899236257285,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
33,False,"{'a': 0.2, 'e': 0.7741419687922484}",20,0,-100.78882154209815,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
34,False,"{'a': 0.2, 'e': 0.7679735396567061}",20,0,-71.9177584871186,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
35,False,"{'a': 0.2, 'e': 0.7618542610898376}",30,0,-132.45253378882924,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
36,False,"{'a': 0.2, 'e': 0.7557837414557255}",20,0,-58.221013880400264,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
37,False,"{'a': 0.2, 'e': 0.7497615922390413}",25,2,18.233729919317405,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.2, 'e': 0.7437874280201796}",20,0,-125.7781873165727,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
39,False,"{'a': 0.2, 'e': 0.7378608664505911}",25,7,-59.82849251324013,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 0}",1
40,False,"{'a': 0.2, 'e': 0.7319815282283126}",30,0,-91.90062755972757,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
41,False,"{'a': 0.2, 'e': 0.7261490370736909}",30,4,-132.67046716979232,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 2}",1
42,False,"{'a': 0.2, 'e': 0.7203630197053014}",25,0,-121.12027718560184,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
43,False,"{'a': 0.2, 'e': 0.7146231058160573}",20,1,-10.700298161949116,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
44,False,"{'a': 0.2, 'e': 0.7089289280495107}",25,0,-78.42865551691258,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
45,False,"{'a': 0.2, 'e': 0.7032801219763409}",25,0,-26.216930181004894,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
46,False,"{'a': 0.2, 'e': 0.697676326071031}",20,0,-126.34096930528042,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
47,False,"{'a': 0.2, 'e': 0.6921171816887304}",30,10,-54.64036079244492,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
48,False,"{'a': 0.2, 'e': 0.686602333042301}",20,8,-66.15182043107525,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
49,False,"{'a': 0.2, 'e': 0.6811314271795471}",20,10,-25.184278845556584,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
50,False,"{'a': 0.2, 'e': 0.675704113960626}",20,0,-116.3406384515122,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
51,False,"{'a': 0.2, 'e': 0.6703200460356393}",25,0,-85.87860010267025,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
52,False,"{'a': 0.2, 'e': 0.6649788788224019}",20,0,-27.481211806151396,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
53,False,"{'a': 0.2, 'e': 0.659680270484389}",25,0,-52.34117500638731,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
54,False,"{'a': 0.2, 'e': 0.6544238819088586}",30,4,-55.325951787385534,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 1}",1
55,False,"{'a': 0.2, 'e': 0.6492093766851474}",25,0,-131.10734331017852,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
56,False,"{'a': 0.2, 'e': 0.6440364210831414}",20,0,-13.444901978561807,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
57,False,"{'a': 0.2, 'e': 0.6389046840319162}",20,9,-58.062183264019446,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
58,False,"{'a': 0.2, 'e': 0.633813837098549}",20,1,-10.017682596428294,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
59,False,"{'a': 0.2, 'e': 0.6287635544670984}",20,0,-101.26011700481251,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
60,False,"{'a': 0.2, 'e': 0.623753512917752}",25,0,-91.4985423332808,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
61,False,"{'a': 0.2, 'e': 0.6187833918061408}",25,0,-84.22123871246146,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
62,False,"{'a': 0.2, 'e': 0.6138528730428171}",20,0,-56.3077376358071,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
63,False,"{'a': 0.2, 'e': 0.6089616410728969}",25,8,-9.631390018628064,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
64,False,"{'a': 0.2, 'e': 0.6041093828558647}",20,0,-89.92703088213048,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
65,False,"{'a': 0.2, 'e': 0.5992957878455384}",20,0,-40.91299369621851,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
66,False,"{'a': 0.2, 'e': 0.5945205479701944}",20,12,-26.957305569661575,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
67,False,"{'a': 0.2, 'e': 0.5897833576128504}",20,0,-56.71681992122338,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
68,False,"{'a': 0.2, 'e': 0.5850839135917069}",25,3,-5.935593858510614,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
69,False,"{'a': 0.2, 'e': 0.5804219151407424}",25,11,-36.188237711857,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
70,False,"{'a': 0.2, 'e': 0.5757970638904645}",25,0,-107.0087148693288,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
71,False,"{'a': 0.2, 'e': 0.5712090638488149}",25,14,9.717941626223698,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.2, 'e': 0.5666576213822246}",25,0,-142.4118669644116,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
73,False,"{'a': 0.2, 'e': 0.5621424451968224}",30,15,17.383181646754156,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.2, 'e': 0.5576632463197913}",20,0,-40.76641566743446,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
75,False,"{'a': 0.2, 'e': 0.5532197380808739}",20,12,16.68108458637714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.2, 'e': 0.5488116360940265}",20,11,-40.207602491379994,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
77,False,"{'a': 0.2, 'e': 0.5444386582392171}",20,0,7.776678827780241,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
78,False,"{'a': 0.2, 'e': 0.5401005246443706}",30,21,16.311926181612993,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.2, 'e': 0.535796957667456}",20,12,-12.715137720009881,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
80,False,"{'a': 0.2, 'e': 0.5315276818787179}",20,5,14.865743724201101,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.2, 'e': 0.5272924240430485}",20,0,-36.204081633370784,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
82,False,"{'a': 0.2, 'e': 0.5230909131025008}",25,12,-15.920783915162986,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
83,False,"{'a': 0.2, 'e': 0.5189228801589404}",20,14,-1.1601292935785965,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.2, 'e': 0.5147880584568362}",20,0,-4.2008788316427275,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.2, 'e': 0.5106861833661879}",20,4,5.409792014196775,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.2, 'e': 0.5066169923655895}",20,3,-19.07226895356714,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
87,False,"{'a': 0.2, 'e': 0.5025802250254283}",20,7,6.400245044426347,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.2, 'e': 0.4985756229912165}",30,0,-3.063927842154557,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
89,False,"{'a': 0.2, 'e': 0.494602929967057}",30,0,-37.55345054663477,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.2, 'e': 0.4906618916992401}",25,5,7.93864828237009,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.2, 'e': 0.4867522559599717}",25,0,-85.23554240894006,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
92,False,"{'a': 0.2, 'e': 0.48287377253122976}",20,0,-62.930267921574185,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
93,False,"{'a': 0.2, 'e': 0.4790261931887511}",30,3,5.597177230778058,"{0: 24, 1: 2, 2: 0, 3: 1, 4: 0}",1
94,False,"{'a': 0.2, 'e': 0.47520927168614446}",20,0,-17.566317101477697,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
95,False,"{'a': 0.2, 'e': 0.4714227637391309}",20,0,-22.11138162732874,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
96,False,"{'a': 0.2, 'e': 0.46766642700990924}",25,19,8.0801299490857,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.2, 'e': 0.4639400210916467}",35,21,2.401420308724809,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.2, 'e': 0.46024330749309256}",20,0,-80.40796563460934,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
99,False,"{'a': 0.2, 'e': 0.4565760496233147}",30,6,26.344090965946563,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.2, 'e': 0.4529380127765577}",20,0,-53.94715580933821,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
101,False,"{'a': 0.2, 'e': 0.44932896411722156}",25,17,12.983747504882222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.2, 'e': 0.4457486726649602}",25,10,-1.6865199941046942,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.2, 'e': 0.44219690927989863}",30,0,-58.48873565110068,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
104,False,"{'a': 0.2, 'e': 0.4386734466479678}",25,9,-58.35672269807955,"{0: 11, 1: 1, 2: 1, 3: 3, 4: 0}",1
105,False,"{'a': 0.2, 'e': 0.43517805926635666}",25,11,-29.79027391998983,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.2, 'e': 0.43171052342907973}",20,0,-25.096084769674828,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
107,False,"{'a': 0.2, 'e': 0.4282706172126597}",20,12,-53.46166915773555,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
108,False,"{'a': 0.2, 'e': 0.42485812046192456}",30,8,-10.411152807750764,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
109,False,"{'a': 0.2, 'e': 0.42147281477591764}",20,0,-6.556893893840522,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
110,False,"{'a': 0.2, 'e': 0.41811448349391933}",20,0,-39.51114777744891,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
111,False,"{'a': 0.2, 'e': 0.4147829116815814}",20,0,-42.61005889504063,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
112,False,"{'a': 0.2, 'e': 0.41147788611717057}",20,2,0.8306497874556609,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.2, 'e': 0.4081991952779227}",25,20,8.833788919854165,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.2, 'e': 0.4049466293265049}",25,1,-35.86936965952766,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
115,False,"{'a': 0.2, 'e': 0.401719980097586}",20,0,6.3726334775422355,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
116,False,"{'a': 0.2, 'e': 0.39851904108451414}",25,0,13.459603902410567,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
117,False,"{'a': 0.2, 'e': 0.3953436074260998}",20,11,-27.204999361412064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
118,False,"{'a': 0.2, 'e': 0.39219347589350495}",20,0,-19.32877331910525,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
119,False,"{'a': 0.2, 'e': 0.3890684448772363}",20,13,-4.629604831238979,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.2, 'e': 0.3859683143742421}",20,9,-21.44482934009104,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
121,False,"{'a': 0.2, 'e': 0.38289288597511206}",35,14,-29.833518609890312,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.2, 'e': 0.3798419628513787}",20,5,-36.58792545409043,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
123,False,"{'a': 0.2, 'e': 0.37681534974292086}",20,5,-0.5637234967303726,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.2, 'e': 0.3738128529454665}",25,15,-48.24348129230524,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
125,False,"{'a': 0.2, 'e': 0.37083428029819565}",20,9,10.683879282950336,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.2, 'e': 0.36787944117144233}",30,7,7.611042257281582,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.2, 'e': 0.36494814645449375}",20,9,-3.5752378186144043,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.2, 'e': 0.36204020854348745}",30,16,-29.62787315564136,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
129,False,"{'a': 0.2, 'e': 0.3591554413294046}",20,0,0.6917044722173007,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
130,False,"{'a': 0.2, 'e': 0.3562936601861588}",30,20,16.062359275533847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.2, 'e': 0.35345468195878016}",30,14,-13.37974844395126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.2, 'e': 0.35063832495169295}",35,15,23.529070577286877,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.2, 'e': 0.3478444089170874}",20,0,-107.33012681144022,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
134,False,"{'a': 0.2, 'e': 0.34507275504338375}",20,10,-26.66444160764726,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
135,False,"{'a': 0.2, 'e': 0.34232318594378797}",30,15,29.35316822384202,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.2, 'e': 0.3395955256449391}",25,0,-20.486554851495647,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
137,False,"{'a': 0.2, 'e': 0.33688959957564707}",25,10,-22.951835869864635,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
138,False,"{'a': 0.2, 'e': 0.33420523455571977}",20,0,-81.49862712779768,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
139,False,"{'a': 0.2, 'e': 0.3315422587848797}",20,0,-38.97334285449782,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
140,False,"{'a': 0.2, 'e': 0.3289005018317685}",20,0,-70.42748100831821,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
141,False,"{'a': 0.2, 'e': 0.32627979462303947}",25,9,-11.015420035233154,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.2, 'e': 0.3236799694325367}",20,13,13.08340655243771,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.32110085987056064}",20,10,17.313107048343632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.2, 'e': 0.31854230087321894}",20,0,31.07147486578742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
145,False,"{'a': 0.2, 'e': 0.31600412869186245}",30,23,9.716479501826425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.3134861808826053}",30,5,-67.98827292263074,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",1
147,False,"{'a': 0.2, 'e': 0.3109882962959281}",30,8,-17.459735570262904,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.2, 'e': 0.3085103150663647}",20,16,6.643343506133635,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.2, 'e': 0.3060520786022707}",25,0,-69.92529983866741,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
150,False,"{'a': 0.2, 'e': 0.30361342957567317}",30,18,10.507048899776148,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.30119421191220214}",20,9,6.249411540748631,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.29879427078110127}",20,16,5.603998121141326,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.2, 'e': 0.2964134525853191}",20,0,-73.05339701795441,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
154,False,"{'a': 0.2, 'e': 0.29405160495167837}",20,12,17.410771892095937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.2917085767211244}",20,2,8.207884545589744,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.2893842179390506}",20,12,9.478351663740366,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.28707837984570167}",25,17,14.56259872040372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.2847909148666525}",30,16,24.48401184995392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.2825216766033636}",20,3,10.59187260639586,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.28027051982381157}",20,15,9.892680406178721,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.27803730045319414}",20,0,25.934531809193494,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.2, 'e': 0.27582187556470933}",25,8,-8.45255646737451,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.27362410337040804}",25,13,1.7656686024426944,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.2, 'e': 0.27144384321211973}",20,9,-2.750873185323184,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.2, 'e': 0.26928095555244996}",20,7,-21.95244266461006,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
166,False,"{'a': 0.2, 'e': 0.26713530196585034}",20,13,1.8640166025108802,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.2650067451297589}",30,19,-17.37949331638944,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
168,False,"{'a': 0.2, 'e': 0.26289514881581166}",25,8,-25.72725439611566,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
169,False,"{'a': 0.2, 'e': 0.26080037788112365}",25,14,-33.97284079395019,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.2, 'e': 0.25872229825964005}",20,7,22.416150004792147,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.2566607769535559}",25,17,18.043574949529273,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.2546156820248037}",20,8,-30.00561097790375,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
173,False,"{'a': 0.2, 'e': 0.2525868825866102}",30,16,24.7487840376041,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.2, 'e': 0.25057424879511875}",25,19,8.598250429626653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.24857765184107966}",25,10,0.8415738177184524,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.24659696394160643}",25,6,0.8426992928885064,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.2446320583319975}",20,16,7.324943692027288,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.2, 'e': 0.24268280925762298}",20,9,18.66273441191725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.2, 'e': 0.24074909196587688}",25,12,-35.78201906567167,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.23883078269819244}",30,6,7.346179114285012,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
181,False,"{'a': 0.2, 'e': 0.23692775868212176}",20,5,-7.851444893861067,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.2, 'e': 0.23503989812347828}",25,12,2.497516082904438,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.2331670801985418}",25,17,-10.345344780251844,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.2, 'e': 0.23130918504632592}",20,14,-2.253822776867387,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
